ID,R,F,M,Cluster,Distance,Is_Outlier
598,10,21,1465.95,1,0.5795076983451855,False
599,4,6,301.49,2,1.1385259416519369,False
600,20,16,951.76,1,0.7257241743328527,False
601,16,15,1282.64,1,0.40616181489258246,False
602,14,6,347.42,2,0.7467186177560033,False
603,1,5,164.98,2,1.420500669426002,False
604,20,7,99.67,2,1.1804291308616366,False
605,7,5,1909.29,2,1.5686730150378,False
606,1,11,981.2,2,1.3399520912541176,False
607,16,14,1473.62,1,0.5593858564833152,False
608,18,1,72.31,2,1.2500359446936498,False
609,20,23,1128.24,1,0.8723851104084832,False
610,2,9,1444.39,2,1.3736106087859572,False
611,1,1,128.0,2,1.5463273162092672,False
612,59,1,1767.93,0,1.0766360005867512,False
613,18,1,531.73,2,0.7400805835572686,False
614,27,1,85.63,2,1.5152619618013974,False
615,2,2,698.67,2,1.0526816577278437,False
616,3,3,690.64,2,0.944026290173925,False
617,29,1,249.85,2,1.4633813322504572,False
618,9,3,563.28,2,0.6524711226337304,False
619,19,5,1191.27,2,0.553411695039155,False
620,21,22,1400.81,1,0.7524536896932796,False
621,6,2,1749.21,2,1.4477864785919574,False
622,23,11,471.6,2,1.1827687811122554,False
623,27,19,1325.11,1,0.9424659243645779,False
624,12,13,778.11,1,1.0457003236505233,False
625,8,6,216.09,2,1.0532580793818211,False
626,84,2,276.26,0,2.3192223773243823,False
627,19,2,1657.46,2,1.2118232966707314,False
628,26,2,1483.83,2,1.2621475072320032,False
629,21,5,554.38,2,0.6387114915952956,False
630,15,13,1457.71,1,0.6747216402253949,False
631,7,15,1537.57,1,0.7325869450092624,False
632,3,21,627.72,1,1.3928699431011482,False
633,1,3,1920.02,2,1.811935271182858,False
634,7,9,739.45,2,0.8339785350835028,False
635,19,23,639.21,1,1.2600644810066743,False
636,2,22,1321.41,1,1.0991920890911067,False
637,19,14,1214.69,1,0.641516044396595,False
638,5,2,1576.96,2,1.2894975802818187,False
639,2,6,1726.92,2,1.5424681352683338,False
640,9,2,418.18,2,0.8515272363135582,False
641,93,1,878.92,0,2.4990806399141388,True
642,24,11,1829.07,1,1.3475561780407466,False
643,9,19,919.33,1,0.7435607161642435,False
644,28,14,950.21,1,1.2560564336681248,False
645,22,3,773.16,2,0.6074966312157083,False
646,29,1,314.52,2,1.4119528444211091,False
647,4,2,1708.36,2,1.4750021212838735,False
648,3,5,129.92,2,1.353692225521558,False
649,11,2,1427.69,2,0.9167257055772675,False
650,22,13,1128.25,1,0.9102637137246388,False
651,29,2,1198.38,2,1.2201043098485962,False
652,9,24,880.79,1,1.1448054647755788,False
653,21,2,1152.14,2,0.7224886799058745,False
654,103,6,320.79,0,3.3317234336114794,True
655,26,18,568.95,1,1.38030706579482,False
656,13,15,553.58,1,1.176165789269263,False
657,10,1,103.32,2,1.2394057562633458,False
658,8,5,62.11,2,1.2335414738645127,False
659,29,14,1572.41,1,1.236835801806457,False
660,15,4,946.16,2,0.15697767171472113,False
661,16,7,1189.99,2,0.5501009884640505,False
662,17,1,1856.61,2,1.4876262202891783,False
663,9,9,802.56,2,0.7220555541890463,False
664,7,11,1399.32,1,1.0888506552945105,False
665,3,12,853.18,2,1.3176154256716544,False
666,16,18,1346.3,1,0.11080710562024446,False
667,12,8,1899.43,2,1.5224262263835378,False
668,8,19,1829.73,1,0.8523124710094035,False
669,14,6,1995.32,2,1.587400444383359,False
670,121,19,1343.96,0,4.597543995295724,True
671,6,24,579.0,1,1.5072742506709154,False
672,9,17,1535.08,1,0.5047327421576712,False
673,10,22,1035.15,1,0.7953750593546476,False
674,5,6,1990.33,2,1.7392266809524706,False
675,16,12,1998.24,1,1.2138496724661736,False
676,26,4,1904.23,2,1.6787904558655464,False
677,20,4,1844.99,2,1.42660073693121,False
678,16,18,835.03,1,0.7212837649988053,False
679,5,11,1960.2,1,1.4529156731571546,False
680,2,4,480.5,2,1.1000767985965882,False
681,16,5,1041.53,2,0.2623996692891933,False
682,16,7,233.22,2,0.9400068838528732,False
683,21,16,1906.48,1,0.9528070362350316,False
684,29,11,572.41,2,1.4187658687449547,False
685,8,18,1634.84,1,0.6362620836352783,False
686,15,2,120.92,2,1.1113054277053702,False
687,8,2,312.85,2,1.0006522389797265,False
688,21,1,1097.34,2,0.7680929778660581,False
689,14,7,583.65,2,0.5000945561738027,False
690,13,7,1361.69,2,0.7655277310279631,False
691,28,21,1168.85,1,1.1208280307149343,False
692,4,3,1840.56,2,1.5996600704910195,False
693,16,5,1254.12,2,0.5499292357216077,False
694,19,24,1088.95,1,0.9773168970667926,False
695,11,2,1940.85,2,1.5750353759182902,False
696,3,18,1187.4,1,0.8903170768787907,False
697,9,2,1725.07,2,1.330978818021566,False
698,27,7,1717.7,2,1.5291010035656463,False
699,12,4,1290.95,2,0.6373233913482039,False
700,16,3,1075.38,2,0.39264059105376187,False
701,54,8,1352.2,0,0.684173113205971,False
702,5,13,1553.19,1,1.0112946644305632,False
703,24,12,1971.23,1,1.3746959477201979,False
704,27,6,226.25,2,1.2891503134991293,False
705,13,5,1779.41,2,1.283069575077998,False
706,8,11,1934.78,1,1.334917313436785,False
707,30,2,377.73,2,1.3804217991404213,False
708,7,23,959.73,1,1.0548863814430927,False
709,18,5,406.12,2,0.6885370338041988,False
710,18,1,807.35,2,0.5787982128540998,False
711,0,21,814.76,1,1.385616183192071,False
712,7,3,1199.35,2,0.7823730412344484,False
713,19,1,593.31,2,0.7183160139423349,False
714,12,2,726.51,2,0.4771134134519719,False
715,14,22,980.27,1,0.7687408858147993,False
716,7,19,722.57,1,1.049713571549328,False
717,15,7,207.07,2,0.9703441750211778,False
718,8,5,334.09,2,0.9001558358292877,False
719,11,3,1472.33,2,0.9253387861521887,False
720,14,5,1670.74,2,1.1258291965304863,False
721,58,21,1902.07,0,2.0238606848976994,False
722,17,22,1949.76,1,1.0384359725278514,False
723,3,22,490.72,1,1.580844740296615,False
724,9,3,145.14,2,1.1243033403701461,False
725,5,1,90.41,2,1.4067850441886292,False
726,10,4,118.43,2,1.110699813964455,False
727,5,2,527.92,2,0.9495056135709584,False
728,23,11,1887.65,1,1.3543069859496852,False
729,27,16,1344.29,1,0.9595493313054223,False
730,24,2,1665.91,2,1.3672682115282848,False
731,10,19,439.31,1,1.3212439289307996,False
732,4,2,812.47,2,0.8926737860906038,False
733,16,6,1251.32,2,0.5693654563540964,False
734,21,22,1497.22,1,0.7781439800389455,False
735,25,14,1328.08,1,0.9356718294216535,False
736,7,1,285.05,2,1.1256532294975683,False
737,27,9,270.18,2,1.3628600188328095,False
738,52,7,649.58,0,1.3194614628120975,False
739,18,1,73.1,2,1.2490541506084543,False
740,23,6,271.1,2,1.0478678272622515,False
741,28,7,309.92,2,1.2926454302908215,False
742,27,4,1582.05,2,1.3582497615301967,False
743,5,17,1661.15,1,0.8462584273843022,False
744,24,6,327.09,2,1.0348331585168054,False
745,15,6,214.7,2,0.926665821694058,False
746,14,4,573.03,2,0.42911424653375363,False
747,15,9,423.98,2,0.844005292974669,False
748,22,3,895.91,2,0.5945781935814415,False
749,28,5,1651.61,2,1.4762107276099798,False
750,20,2,161.6,2,1.1277068116554387,False
751,10,2,666.05,2,0.5930627339716353,False
752,12,4,596.93,2,0.44389471107724643,False
753,27,18,1919.11,1,1.22734693421917,False
754,22,18,1348.37,1,0.5554513301192169,False
755,11,16,1746.07,1,0.6676561326329592,False
756,6,24,685.08,1,1.4057808239704894,False
757,28,6,1272.97,2,1.1504467354758603,False
758,3,19,1527.41,1,0.9141938211633235,False
759,17,5,1968.29,2,1.5493734509804074,False
760,21,24,1269.7,1,0.9794003548087035,False
761,27,14,755.85,1,1.3444262421917803,False
762,6,21,1471.02,1,0.7938869910832839,False
763,28,26,1167.93,1,1.5233550136982799,False
764,20,1,343.18,2,0.9790824445668174,False
765,26,11,1051.25,2,1.218516961618826,False
766,20,18,1190.9,1,0.45992223065776755,False
767,24,6,564.02,2,0.8249181697171536,False
768,5,28,1090.56,1,1.6051551102926533,False
769,8,22,1687.67,1,0.8938358730505119,False
770,17,21,1968.93,1,0.9931218493026907,False
771,28,18,436.54,1,1.6180130811977895,False
772,28,5,1681.4,2,1.507432990204652,False
773,20,1,28.43,2,1.3405007356178986,False
774,4,20,837.3,1,1.1020112277524867,False
775,7,17,803.21,1,0.9504053464213116,False
776,4,1,49.7,2,1.489994656188015,False
777,1,11,612.05,2,1.3772801935244365,False
778,14,20,1121.53,1,0.43552221377353745,False
779,16,6,173.27,2,0.9878853950514359,False
780,12,23,954.11,1,0.9163907307927242,False
781,3,26,701.23,1,1.6757838815799995,False
782,25,10,995.61,2,1.0577308895252198,False
783,15,4,1576.22,2,0.9981016628443146,False
784,5,5,1559.12,2,1.2116104627259856,False
785,8,1,161.15,2,1.2240200087746784,False
786,11,2,225.69,2,1.0145571523675743,False
787,2,2,1776.01,2,1.6336872284352821,False
788,24,10,1599.47,1,1.3252555927822662,False
789,21,3,304.23,2,0.946559449280611,False
790,6,15,1856.11,1,1.0319896412604916,False
792,24,10,734.29,2,1.0062160437869636,False
793,53,6,1437.02,0,0.7824936521304108,False
794,25,8,879.55,2,0.8795554800884018,False
795,69,21,677.5,0,2.142787504871091,False
796,8,24,1830.94,1,1.1913908854618096,False
797,2,6,521.58,2,1.079838171687361,False
798,18,22,598.34,1,1.218418082825928,False
799,29,9,245.96,2,1.486446192088518,False
800,4,20,1127.64,1,0.8961656189040945,False
801,25,15,1176.69,1,0.8984183213450301,False
802,13,23,1312.58,1,0.7214646040233629,False
803,6,25,547.58,1,1.6180057184979155,False
804,4,4,714.95,2,0.8376470065426855,False
805,1,22,1617.22,1,1.2237870631449128,False
806,22,8,1893.54,2,1.5946057648171341,False
807,27,29,1290.45,1,1.7908690847317401,False
808,23,13,1434.73,1,0.9171134131314261,False
809,3,5,200.52,2,1.2801388121134074,False
810,8,17,1042.82,1,0.6554040638202882,False
811,21,7,1542.58,2,1.0949916016393566,False
812,7,1,171.09,2,1.2457097331501656,False
813,16,1,49.61,2,1.2587271624187697,False
814,3,3,443.42,2,1.0867783233828217,False
815,15,8,410.27,2,0.7736708604415852,False
816,18,1,338.22,2,0.935185730776511,False
817,26,9,389.47,2,1.2150289810860537,False
818,19,9,1627.36,2,1.2486331938302917,False
820,2,15,617.82,1,1.4341513475644239,False
821,27,17,921.0,1,1.1060814902074514,False
822,10,13,602.29,2,1.2313495563080912,False
823,5,7,132.27,2,1.294410900183328,False
824,15,19,704.16,1,0.9112541679859333,False
825,26,17,1336.09,1,0.8600540373800152,False
826,24,9,199.27,2,1.293992736781852,False
827,28,9,1438.39,2,1.3933772750182434,False
828,20,26,773.5,1,1.4344297758890958,False
829,20,3,251.94,2,0.9759994350801813,False
830,15,10,1337.51,2,0.9680188243101315,False
831,18,11,301.09,2,1.1833646358921146,False
832,22,14,714.36,1,1.1634556226568298,False
833,10,2,1513.69,2,1.0444593206744521,False
834,14,16,393.81,1,1.3528106653545633,False
835,25,10,904.58,2,1.0436341202337853,False
836,21,1,358.62,2,0.9956158287866733,False
837,18,13,1696.64,1,0.8585644120769778,False
838,20,3,465.7,2,0.7265368781542505,False
839,10,5,631.59,2,0.4849990672352248,False
840,29,15,1283.59,1,1.1457344534569918,False
841,11,9,1335.59,2,0.9147901481324785,False
842,27,23,990.49,1,1.269166662296615,False
843,21,17,1256.47,1,0.5075726210194764,False
844,1,19,1728.84,1,1.1569234038121818,False
845,8,4,617.83,2,0.6227557580352239,False
846,10,9,1380.94,2,0.9856084852479928,False
847,4,3,1783.68,2,1.5325313767007698,False
848,4,1,23.24,2,1.5185563496284724,False
849,19,9,587.24,2,0.7623418375620156,False
850,11,13,1574.3,1,0.7764264729637375,False
851,19,1,1898.46,2,1.5653839894828085,False
852,8,1,953.18,2,0.7340970132553878,False
853,23,2,351.39,2,1.0215025698181293,False
854,6,7,652.8,2,0.7789965846704545,False
855,26,2,1270.24,2,1.0802277940845788,False
856,19,6,207.82,2,0.9878412670379643,False
857,23,1,68.31,2,1.376253009406376,False
858,20,7,1525.26,2,1.0440409321839001,False
859,13,12,1992.17,1,1.208325725272644,False
860,18,15,1956.9,1,0.971838044808664,False
861,15,3,1945.2,2,1.5279418460459993,False
862,2,8,1893.18,2,1.7766044241433463,False
863,22,27,1554.73,1,1.404882878217057,False
864,11,18,1424.69,1,0.28953920806463784,False
865,5,2,248.11,2,1.1939713675882715,False
866,1,5,275.93,2,1.3180819976175975,False
867,9,13,1611.27,1,0.8603448609847394,False
868,10,1,93.72,2,1.2509889121574482,False
869,18,10,1530.48,1,1.125683291043309,False
870,27,13,1509.41,1,1.1587712101599907,False
871,9,24,1281.48,1,0.9473863100692185,False
872,26,3,539.2,2,0.9863014002400251,False
873,29,2,1399.1,2,1.3519038286653864,False
874,25,29,1733.38,1,1.8006496328360007,False
875,27,14,653.55,1,1.436500527983214,False
876,43,2,706.12,0,1.9227863662416007,False
877,24,29,1489.27,1,1.6962532672841406,False
878,28,21,1956.83,1,1.3886678130450802,False
879,12,14,1795.23,1,0.8380184593769457,False
880,10,22,730.88,1,1.0872049501587548,False
881,7,11,1583.77,1,1.1364432440572265,False
882,18,2,169.75,2,1.0747729472781753,False
883,18,6,1607.65,2,1.0760601895525148,False
884,68,3,916.19,0,0.9638811086392088,False
885,20,23,681.57,1,1.2366609714951826,False
886,16,12,1528.57,1,0.8392959106666233,False
887,5,28,1396.47,1,1.566985958566163,False
888,3,3,259.83,2,1.2454024639169312,False
889,4,6,1804.3,2,1.545781294593796,False
890,15,21,1073.82,1,0.5795844375948074,False
891,27,11,884.15,2,1.2447694414013675,False
892,16,7,411.65,2,0.709719566032264,False
893,20,20,933.47,1,0.7653231208059712,False
894,9,19,1692.98,1,0.6604499439897957,False
895,1,14,1168.04,1,1.16315768997557,False
896,18,9,289.67,2,1.0189099159391681,False
897,21,6,1527.15,2,1.0466207459445678,False
898,1,20,1951.03,1,1.3536247114102256,False
899,0,4,1331.32,2,1.2830625200917138,False
900,13,27,719.12,1,1.535766932268704,False
901,16,6,735.31,2,0.2627609760624362,False
902,56,4,1869.92,0,0.9828103645324993,False
903,26,1,150.18,2,1.405844989278279,False
904,24,2,157.54,2,1.2668522982226955,False
905,2,9,1748.72,1,1.6248918695321977,False
906,15,3,890.99,2,0.24923535191164284,False
907,16,11,649.79,2,0.9037762657848528,False
908,23,27,1628.78,1,1.4606638646479935,False
909,21,2,1599.24,2,1.1881196092737332,False
910,12,23,1550.61,1,0.7901346867845868,False
911,8,1,183.55,2,1.1989093781226834,False
912,26,5,1230.32,2,0.9803833436223205,False
913,9,14,1627.19,1,0.7726480652530604,False
914,11,28,1154.7,1,1.4432097200333127,False
915,17,1,33.58,2,1.2866385119689299,False
916,15,9,1959.64,1,1.4777994383800677,False
917,10,22,1581.14,1,0.744660828789399,False
918,27,5,1879.82,2,1.6851412037394127,False
919,25,3,1142.4,2,0.8898509348649829,False
920,15,1,174.64,2,1.0987105673791142,False
921,5,2,638.81,2,0.8823888330527543,False
922,19,4,1067.78,2,0.4367500635566278,False
923,14,22,1345.92,1,0.5755369671479237,False
924,6,3,1311.06,2,0.9347107850886797,False
925,26,8,962.62,2,0.9542799900638712,False
926,23,1,285.97,2,1.1432222165042634,False
927,17,17,1651.68,1,0.47870149018562996,False
928,16,3,1503.87,2,0.9287385621458992,False
929,6,13,1506.48,1,0.9423900643048576,False
930,22,24,625.12,1,1.4275649329833229,False
931,28,17,1742.95,1,1.151679037515581,False
932,17,26,1292.21,1,1.1373337593673019,False
933,16,7,1801.38,2,1.3438966679058455,False
934,1,27,1585.1,1,1.647933592750219,False
935,17,27,7795.03,1,9.108699438583189,True
936,2,17,2341.93,1,1.6834424397891217,False
937,1,5,1865.78,2,1.7336436336459315,False
938,19,4,1163.08,2,0.5323359511438334,False
939,9,7,1007.06,2,0.5596553995852827,False
940,27,7,1322.94,2,1.1529867092449997,False
941,30,4,860.41,2,1.1415874425978314,False
942,22,1,776.7,2,0.7595719721391618,False
